
================================================================
======== FXServer starting - 2020/7/11 下午6:12:18
Started resource EasyAdmin
Creating script environments for vSync
Started resource vSync
Creating script environments for esx_society
Started resource esx_society
Creating script environments for esx-ecobottles
Started resource esx-ecobottles
Creating script environments for chip_criminalDoctor
Started resource chip_criminalDoctor
Creating script environments for esx_license
Started resource esx_license
Creating script environments for esx_dmvschool
Started resource esx_dmvschool
Started resource st-cctv
Creating script environments for new_banking
Started resource new_banking
Started resource zffb_dice
Started resource esx-kr-vehicle-push
Creating script environments for esx_lscustom
Started resource esx_lscustom
Couldn't find resource esx_caraction.
Creating script environments for simpletp
Started resource simpletp
Creating script environments for SmartTrafficLights
Started resource SmartTrafficLights
Creating script environments for smj_ducharse
Started resource smj_ducharse
Started resource CLEAR_NPC
Started resource esx_guy293_holsterweapon
Started resource simplylongtaze
Creating script environments for NoReticle
Started resource NoReticle
Creating script environments for esx_kingofthehill
Started resource esx_kingofthehill
Creating script environments for hackee-dispatch
Started resource hackee-dispatch
Creating script environments for esx_autogang
Started resource esx_autogang
Creating script environments for esx_thief
Started resource esx_thief
Creating script environments for esx_carthief
Started resource esx_carthief
Creating script environments for KBurglary
Started resource KBurglary
Creating script environments for lockpick
Started resource lockpick
Started resource mhacking
Creating script environments for t1ger_drugs
Started resource t1ger_drugs
Creating script environments for TakeHostage
Started resource TakeHostage
Creating script environments for onyxLocksystem
Started resource onyxLocksystem
Creating script environments for stasiek_selldrugs
Started resource stasiek_selldrugs
Creating script environments for esx_planting
Started resource esx_planting
Creating script environments for esx_merryweather
Started resource esx_merryweather
Creating script environments for esx_doorlock_mhacking
Started resource esx_doorlock_mhacking
Creating script environments for esx_vangelico_robbery
Started resource esx_vangelico_robbery
Creating script environments for esx_drugs
Started resource esx_drugs
Creating script environments for esx_drugeffects
Started resource esx_drugeffects
Started resource esx_lootDeadbody
Creating script environments for esx_outlawalert
Started resource esx_outlawalert
Creating script environments for esx_knatusblowtorch
Started resource esx_knatusblowtorch
Creating script environments for esx_knatusrobberybank
Started resource esx_knatusrobberybank
Creating script environments for esx_escape
Started resource esx_escape
Creating script environments for utk_ornateheist
Started resource utk_ornateheist
Started resource utk_ornateprops
Creating script environments for utk_powerplant
Started resource utk_powerplant
Creating script environments for crafting
Started resource crafting
Creating script environments for esx_crafting
Started resource esx_crafting
Started resource reload-skillbar
Creating script environments for instance
Started resource instance
Creating script environments for esx_property
Started resource esx_property
Started resource biker
Started resource bikerbarsandy
Started resource grandehouse
Started resource petitmaison
Started resource vagos
Started resource buldingbeach
Started resource tpplage
Started resource familiesgang
Creating script environments for int_prisonfull
Started resource int_prisonfull
Started resource prisonprops
Started resource dons_bm_middoc
Started resource smokey_hory
Started resource PetClinic
Started resource hospitalsandy
Started resource sandysheriff
Started resource paletopd
Started resource police_garage
Started resource phxlspd
Started resource weaponsfx
Started resource weaponchange
Started resource ocrp_postal_map
Creating script environments for Optimized3DME
Started resource Optimized3DME
Creating script environments for wk_wars2x
Started resource wk_wars2x
Started resource ObjectNameFromHash
Started resource pun_idgun
Creating script environments for RealisticVehicleFailure
Started resource RealisticVehicleFailure
Started resource ddg151
Started resource oceanjet
Started resource HMS
Started resource maserati
Creating script environments for hardcap
Started resource hardcap
Creating script environments for rconlog
Started resource rconlog
Started resource bob74_ipl
Could not open 96x96Logo.png for reading.
Authenticating server license key...
Server license key authentication succeeded. Welcome!
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress

EasyAdmin: webadmin-lua is not installed on this Server, webadmin features unavailable
[txAdminClientLUA] Threads and commands set up. All Ready.
[es_extended] [INFO] ESX developed by ESX-Org has been initialized
Authenticating with Nucleus...
server thread hitch warning: timer interval of 1370 milliseconds
[carcontrol] Authorized.
[mysql-async] Database server connection established.

--------------------------------------------------------------------------

EasyAdmin (EasyAdmin) is outdated.
Newest Version: 5.212
Your Version: 5.133
Please update it from https://github.com/Bluethefurry/EasyAdmin

Update Changelog:
Fix Bans not working through GUI

--------------------------------------------------------------------------

dp Emotes (dpemotes) is up to date. (173)
        fff                          
  cccc ff   xx  xx     rr rr    eee  
cc     ffff   xx       rrr  r ee   e 
cc     ff     xx   ... rr     eeeee  
 ccccc ff   xx  xx ... rr      eeeee 
                                     
Authenticated with cfx.re Nucleus: https://5328765879-vq64le.users.cfx.re/
 
  //
  ||    __          __        _ _   _                _____   _____   ___ __   __
  ||    \ \        / /       (_) | | |         /\   |  __ \ / ____| |__ \\ \ / /
  ||     \ \  /\  / / __ __ _ _| |_| |__      /  \  | |__) | (___      ) |\ V / 
  ||      \ \/  \/ / '__/ _` | | __| '_ \    / /\ \ |  _  / \___ \    / /  > <  
  ||       \  /\  /| | | (_| | | |_| | | |  / ____ \| | \ \ ____) |  / /_ / . \ 
  ||        \/  \/ |_|  \__,_|_|\__|_| |_| /_/    \_\_|  \_\_____/  |____/_/ \_\
  ||
  ||                             Created by WolfKnight
  ||
  ||    Current version: 1.2.3
  ||    Latest recommended version: 1.2.4
  ||
  ||    Your Wraith ARS 2X version is outdated, visit the FiveM forum post to get the latest version.
  \\

Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Connecting: simply_
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
server thread hitch warning: timer interval of 269 milliseconds
[es_extended] [INFO] A player with name "Youngin Ng" has connected to the server with assigned player id 1
INFO: User [1] simply_ authenticated - [1] [1] simply_@223.25.73.48:50876:50876
[ERROR] [MySQL] [esx_property] An error happens on MySQL for query "SELECT last_property FROM users WHERE identifier = '4255213cc899ca517cf0813ccb97f63fe090a737'": ER_BAD_FIELD_ERROR: Unknown column 'last_property' in 'field list'
SCRIPT ERROR: @esx_property/server/main.lua:348: attempt to index a nil value (local 'users')
> ref (@esx_property/server/main.lua:348)
>  (@mysql-async/mysql-async.js:14959)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Check gym expirations
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Creating script environments for mdt
[es_extended] [WARNING] An command "adminooc" is already registered, overriding command
Started resource mdt
server thread hitch warning: timer interval of 362 milliseconds
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)

--------------------------------------------------------------------------

EasyAdmin (EasyAdmin) is outdated.
Newest Version: 5.212
Your Version: 5.133
Please update it from https://github.com/Bluethefurry/EasyAdmin

Update Changelog:
Fix Bans not working through GUI

--------------------------------------------------------------------------
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Stopping resource st-menu
Started resource st-menu
server thread hitch warning: timer interval of 352 milliseconds
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Check gym expirations
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress

--------------------------------------------------------------------------

EasyAdmin (EasyAdmin) is outdated.
Newest Version: 5.212
Your Version: 5.133
Please update it from https://github.com/Bluethefurry/EasyAdmin

Update Changelog:
Fix Bans not working through GUI

--------------------------------------------------------------------------
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Youngin Ng"
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Connecting: jackcheng86
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved 0 player(s)
[es_extended] [INFO] A player with name "Jk C" has connected to the server with assigned player id 2
INFO: User [2] jackcheng86 authenticated - [1] [2] jackcheng86@150.116.218.124:52649:52649
[ERROR] [MySQL] [esx_property] An error happens on MySQL for query "SELECT last_property FROM users WHERE identifier = '47c18d41f606897e9a275920609c02cfedc33fb7'": ER_BAD_FIELD_ERROR: Unknown column 'last_property' in 'field list'
SCRIPT ERROR: @esx_property/server/main.lua:348: attempt to index a nil value (local 'users')
> ref (@esx_property/server/main.lua:348)
>  (@mysql-async/mysql-async.js:14959)
SCRIPT ERROR: @esx_addoninventory/server/main.lua:71: attempt to get length of a nil value (field '?')
> handler (@esx_addoninventory/server/main.lua:83)
> handler (@esx_store/server/server.lua:19)
SCRIPT ERROR: @esx_addoninventory/server/main.lua:71: attempt to get length of a nil value (field '?')
> handler (@esx_addoninventory/server/main.lua:83)
> handler (@esx_store/server/server.lua:19)
Connecting: KB
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] A player with name "Kaba Han" has connected to the server with assigned player id 3
[dp] KB got created!
[ERROR] [MySQL] [esx_property] An error happens on MySQL for query "SELECT last_property FROM users WHERE identifier = 'bdb61aedf51af1f3d551aedb0a77c148a0b9e57b'": ER_BAD_FIELD_ERROR: Unknown column 'last_property' in 'field list'
SCRIPT ERROR: @esx_property/server/main.lua:348: attempt to index a nil value (local 'users')
> ref (@esx_property/server/main.lua:348)
>  (@mysql-async/mysql-async.js:14959)
Access denied for command car.
Access denied for command car.
Access denied for command car.
Access denied for command clearall.
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Kaba Han"
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] Saved player "Jk C"
[es_extended] [INFO] Saved 1 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Check gym expirations
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Connecting: kb11111
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
[es_extended] [INFO] A player with name "Kaba Han" has connected to the server with assigned player id 4
[ERROR] [MySQL] [esx_property] An error happens on MySQL for query "SELECT last_property FROM users WHERE identifier = 'bdb61aedf51af1f3d551aedb0a77c148a0b9e57b'": ER_BAD_FIELD_ERROR: Unknown column 'last_property' in 'field list'
SCRIPT ERROR: @esx_property/server/main.lua:348: attempt to index a nil value (local 'users')
> ref (@esx_property/server/main.lua:348)
>  (@mysql-async/mysql-async.js:14959)
[es_extended] [INFO] Saved player "Kaba Han"
[es_extended] [INFO] Saved player "Jk C"
[es_extended] [INFO] Saved 2 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
[es_extended] [INFO] Saved player "Kaba Han"
[es_extended] [INFO] Saved player "Jk C"
[es_extended] [INFO] Saved 2 player(s)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> ref (@es_extended/server/classes/player.lua:223)
> Payout (@esx_kingofthehill/server.lua:216)
> ref (@esx_kingofthehill/server.lua:9)
>  (@mysql-async/mysql-async.js:14959)

--------------------------------------------------------------------------

EasyAdmin (EasyAdmin) is outdated.
Newest Version: 5.212
Your Version: 5.133
Please update it from https://github.com/Bluethefurry/EasyAdmin

Update Changelog:
Fix Bans not working through GUI

--------------------------------------------------------------------------
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
SCRIPT ERROR: @esx_inventoryhud/server/main.lua:83: attempt to concatenate a nil value (field 'label')
> addInventoryItem (@es_extended/server/classes/player.lua:223)
> cb (@es_extended/server/commands.lua:58)
> ref (@es_extended/server/functions.lua:130)
Sending heartbeat to https://servers-ingress-live.fivem.net/ingress
